epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
369,15925.2,0.86629,0.42625,0.88647,0.9896,0.98689,0.99183,0.73434,0.92804,0.39646,0.84889,0.0027136,0.0027136,0.0027136
370,15982.6,0.86074,0.42255,0.88835,0.98954,0.98694,0.99181,0.73438,0.92695,0.39668,0.84863,0.0026938,0.0026938,0.0026938
371,16039.7,0.86049,0.42362,0.88464,0.98946,0.98701,0.99183,0.73495,0.92658,0.39598,0.84844,0.002674,0.002674,0.002674
372,16096.6,0.8677,0.42723,0.88972,0.98944,0.98705,0.99181,0.73507,0.92538,0.39554,0.84827,0.0026542,0.0026542,0.0026542
373,16153.1,0.86703,0.42723,0.88912,0.98934,0.98726,0.9918,0.73511,0.9247,0.39547,0.84806,0.0026344,0.0026344,0.0026344
374,16209.8,0.8488,0.41867,0.88366,0.98946,0.98726,0.99181,0.7351,0.92394,0.39539,0.84785,0.0026146,0.0026146,0.0026146
375,16267.5,0.8601,0.42329,0.88797,0.98952,0.9873,0.99179,0.73566,0.92292,0.39555,0.84777,0.0025948,0.0025948,0.0025948
376,16324.7,0.85262,0.41874,0.88441,0.9895,0.98739,0.99178,0.73668,0.92189,0.39482,0.84764,0.002575,0.002575,0.002575
377,16380.9,0.85173,0.42143,0.88531,0.98958,0.98737,0.99178,0.73597,0.9213,0.39475,0.84734,0.0025552,0.0025552,0.0025552
378,16438.2,0.85404,0.42586,0.88593,0.98963,0.98746,0.99179,0.73696,0.92052,0.39447,0.84712,0.0025354,0.0025354,0.0025354
379,16494.4,0.84897,0.42105,0.88461,0.98929,0.98783,0.99179,0.73687,0.91928,0.3942,0.84694,0.0025156,0.0025156,0.0025156
380,16551.4,0.85099,0.4173,0.88548,0.98935,0.98767,0.99178,0.73685,0.91821,0.39334,0.84664,0.0024958,0.0024958,0.0024958
381,16607.5,0.85356,0.41988,0.88655,0.98939,0.98768,0.9918,0.73718,0.91759,0.39204,0.84651,0.002476,0.002476,0.002476
382,16662,0.84485,0.41505,0.88314,0.98938,0.98762,0.99183,0.73778,0.91631,0.39137,0.84624,0.0024562,0.0024562,0.0024562
383,16718.3,0.84219,0.41609,0.88206,0.98933,0.98764,0.99183,0.73808,0.91542,0.39114,0.84611,0.0024364,0.0024364,0.0024364
384,16772.6,0.84724,0.41782,0.88488,0.98933,0.98765,0.99183,0.7378,0.91488,0.39039,0.84603,0.0024166,0.0024166,0.0024166
385,16829.5,0.83979,0.4149,0.87974,0.98934,0.9876,0.99184,0.73864,0.91372,0.38952,0.84579,0.0023968,0.0023968,0.0023968
386,16885.2,0.84078,0.41492,0.88169,0.98925,0.98763,0.99183,0.73919,0.91296,0.38968,0.84562,0.002377,0.002377,0.002377
387,16939.8,0.82944,0.41296,0.88276,0.98919,0.98761,0.9918,0.73951,0.91189,0.38896,0.84529,0.0023572,0.0023572,0.0023572
388,16996.8,0.82924,0.40934,0.87857,0.98912,0.98767,0.99177,0.73913,0.9114,0.38935,0.84531,0.0023374,0.0023374,0.0023374
389,17051.5,0.83036,0.40989,0.88079,0.98913,0.98765,0.9918,0.73973,0.91024,0.38908,0.8451,0.0023176,0.0023176,0.0023176
390,17107.2,0.83157,0.41256,0.8805,0.98909,0.98768,0.9918,0.74046,0.90933,0.38873,0.84497,0.0022978,0.0022978,0.0022978
391,17164.3,0.82746,0.40763,0.88114,0.98932,0.98757,0.99183,0.74066,0.90835,0.38839,0.84488,0.002278,0.002278,0.002278
392,17220.3,0.82548,0.40961,0.87886,0.98929,0.98755,0.99182,0.74021,0.90745,0.38788,0.84455,0.0022582,0.0022582,0.0022582
393,17276.6,0.8216,0.40825,0.87665,0.98927,0.9873,0.99185,0.74098,0.90632,0.38738,0.84429,0.0022384,0.0022384,0.0022384
394,17336.9,0.83131,0.40889,0.88316,0.98925,0.98673,0.9918,0.74151,0.90587,0.38796,0.84417,0.0022186,0.0022186,0.0022186
395,17393.5,0.82535,0.40798,0.87658,0.98928,0.98677,0.99178,0.74146,0.90495,0.38776,0.84407,0.0021988,0.0021988,0.0021988
396,17449.6,0.81779,0.40565,0.87946,0.9892,0.98667,0.99186,0.74196,0.90411,0.38738,0.84383,0.002179,0.002179,0.002179
397,17508.1,0.82582,0.40816,0.88062,0.98915,0.98653,0.99183,0.74161,0.90315,0.38667,0.84352,0.0021592,0.0021592,0.0021592
398,17566.5,0.8196,0.40875,0.87936,0.98912,0.98671,0.99182,0.74182,0.90222,0.38673,0.84314,0.0021394,0.0021394,0.0021394
399,17622.7,0.80782,0.40441,0.87646,0.98916,0.98678,0.99187,0.74226,0.9018,0.38656,0.84314,0.0021196,0.0021196,0.0021196
400,17679.2,0.81498,0.40676,0.87617,0.98926,0.98672,0.99185,0.74221,0.90111,0.38555,0.84291,0.0020998,0.0020998,0.0020998
401,17738.2,0.8208,0.40518,0.88109,0.98939,0.98533,0.99189,0.74295,0.90024,0.38505,0.84279,0.00208,0.00208,0.00208
402,17793.9,0.81168,0.40481,0.87785,0.98925,0.98535,0.99187,0.74276,0.89991,0.38516,0.84271,0.0020602,0.0020602,0.0020602
403,17850.6,0.8148,0.40546,0.87829,0.98936,0.98531,0.99185,0.74235,0.89933,0.38484,0.84254,0.0020404,0.0020404,0.0020404
404,17906.5,0.80917,0.4028,0.87348,0.98939,0.98518,0.99186,0.74299,0.89859,0.3848,0.84239,0.0020206,0.0020206,0.0020206
405,17965.5,0.81671,0.40325,0.87539,0.98514,0.98926,0.99183,0.74325,0.8977,0.38436,0.84204,0.0020008,0.0020008,0.0020008
406,18021.4,0.80574,0.40656,0.87776,0.98512,0.98889,0.99187,0.74334,0.89723,0.38432,0.84214,0.001981,0.001981,0.001981
407,18076.6,0.80799,0.40406,0.8738,0.9851,0.98909,0.99189,0.74324,0.8965,0.38386,0.84192,0.0019612,0.0019612,0.0019612
408,18134.7,0.80794,0.40313,0.87671,0.98507,0.98908,0.99189,0.74392,0.8958,0.38379,0.8418,0.0019414,0.0019414,0.0019414
409,18191.6,0.80194,0.40068,0.87326,0.98508,0.98924,0.99185,0.74422,0.89518,0.38327,0.8416,0.0019216,0.0019216,0.0019216
410,18248.7,0.80488,0.40218,0.87297,0.98546,0.98908,0.99187,0.74432,0.89466,0.38337,0.84133,0.0019018,0.0019018,0.0019018
411,18304.7,0.80736,0.40025,0.87537,0.98573,0.98895,0.99187,0.74463,0.89384,0.38342,0.84103,0.001882,0.001882,0.001882
412,18360.6,0.79695,0.39999,0.87413,0.98723,0.98619,0.99183,0.74455,0.89345,0.38354,0.84114,0.0018622,0.0018622,0.0018622
413,18417,0.80701,0.40109,0.87541,0.98688,0.988,0.99189,0.74403,0.8929,0.38323,0.841,0.0018424,0.0018424,0.0018424
414,18474.9,0.80046,0.40142,0.87293,0.9855,0.98867,0.99193,0.74458,0.89234,0.38321,0.84084,0.0018226,0.0018226,0.0018226
415,18531,0.79748,0.40019,0.87337,0.9855,0.98866,0.99188,0.74499,0.89157,0.38316,0.84063,0.0018028,0.0018028,0.0018028
416,18588.8,0.79846,0.39929,0.875,0.98549,0.98769,0.99187,0.74466,0.89097,0.38329,0.84058,0.001783,0.001783,0.001783
417,18647,0.78645,0.3938,0.87157,0.98549,0.98764,0.99189,0.74421,0.89033,0.3831,0.8404,0.0017632,0.0017632,0.0017632
418,18703.6,0.79766,0.39836,0.87366,0.9855,0.9875,0.9919,0.74531,0.88946,0.3829,0.84033,0.0017434,0.0017434,0.0017434
419,18760.6,0.78181,0.39032,0.86861,0.98549,0.98742,0.99186,0.74551,0.88912,0.38315,0.84022,0.0017236,0.0017236,0.0017236
420,18817.5,0.78493,0.3919,0.87117,0.9855,0.98741,0.99185,0.74515,0.88893,0.38264,0.84008,0.0017038,0.0017038,0.0017038
421,18874.6,0.78938,0.39483,0.87139,0.98549,0.98749,0.9919,0.74543,0.88826,0.38222,0.83996,0.001684,0.001684,0.001684
422,18934.2,0.77672,0.38865,0.86939,0.9855,0.98743,0.99191,0.74553,0.88737,0.3818,0.83976,0.0016642,0.0016642,0.0016642
423,18991,0.78228,0.3898,0.87002,0.98531,0.98712,0.99189,0.74634,0.88663,0.38104,0.83963,0.0016444,0.0016444,0.0016444
424,19048.9,0.7752,0.38766,0.86509,0.9855,0.98739,0.9919,0.74676,0.8856,0.38015,0.83939,0.0016246,0.0016246,0.0016246
425,19109.4,0.77814,0.38702,0.86846,0.98549,0.98754,0.99192,0.74708,0.88514,0.3801,0.83931,0.0016048,0.0016048,0.0016048
426,19166.3,0.77671,0.38621,0.86759,0.98548,0.9876,0.99186,0.74715,0.88444,0.37952,0.83916,0.001585,0.001585,0.001585
427,19224.5,0.7724,0.38761,0.86767,0.984,0.98803,0.99188,0.7478,0.88405,0.3797,0.83903,0.0015652,0.0015652,0.0015652
428,19281.4,0.76675,0.38474,0.86715,0.98981,0.98248,0.99186,0.74747,0.88321,0.3788,0.83876,0.0015454,0.0015454,0.0015454
429,19340.1,0.76427,0.38744,0.86752,0.99044,0.98247,0.99191,0.74767,0.88274,0.37842,0.83867,0.0015256,0.0015256,0.0015256
430,19397.1,0.76766,0.38484,0.86451,0.9902,0.98258,0.99192,0.74845,0.8821,0.37804,0.83859,0.0015058,0.0015058,0.0015058
431,19453.6,0.7746,0.3876,0.86791,0.99072,0.98272,0.99192,0.74837,0.88101,0.37715,0.83829,0.001486,0.001486,0.001486
432,19512.1,0.76543,0.38393,0.86472,0.99089,0.9825,0.99178,0.74816,0.88041,0.37657,0.8382,0.0014662,0.0014662,0.0014662
433,19569.5,0.76412,0.38566,0.86541,0.99073,0.98275,0.99178,0.74836,0.87946,0.37701,0.83793,0.0014464,0.0014464,0.0014464
434,19627.7,0.76619,0.38827,0.86524,0.99072,0.98291,0.99178,0.74945,0.87863,0.37636,0.83781,0.0014266,0.0014266,0.0014266
435,19685.1,0.77035,0.38924,0.86877,0.99053,0.98309,0.9918,0.74996,0.87789,0.37581,0.83776,0.0014068,0.0014068,0.0014068
436,19743.5,0.75963,0.38414,0.8644,0.99061,0.98325,0.99185,0.7494,0.87756,0.37515,0.83753,0.001387,0.001387,0.001387
437,19802.2,0.75309,0.37873,0.86229,0.99053,0.98336,0.99188,0.75013,0.87671,0.3755,0.83724,0.0013672,0.0013672,0.0013672
438,19858.5,0.75324,0.37734,0.86115,0.99046,0.98349,0.99187,0.74989,0.87648,0.37542,0.83726,0.0013474,0.0013474,0.0013474
439,19915.7,0.75322,0.37737,0.86282,0.9906,0.98379,0.99189,0.74984,0.87509,0.3751,0.83711,0.0013276,0.0013276,0.0013276
440,19977.9,0.75202,0.3798,0.86415,0.99062,0.98398,0.9919,0.75011,0.87398,0.37429,0.83683,0.0013078,0.0013078,0.0013078
441,20034.1,0.7504,0.37463,0.8639,0.99063,0.98397,0.99191,0.75052,0.87328,0.37443,0.83681,0.001288,0.001288,0.001288
442,20090.3,0.74552,0.3779,0.86196,0.99053,0.98398,0.99186,0.75062,0.87282,0.37453,0.83664,0.0012682,0.0012682,0.0012682
443,20147.4,0.75229,0.37897,0.86138,0.98735,0.98589,0.99191,0.75011,0.87224,0.37425,0.83652,0.0012484,0.0012484,0.0012484
444,20203.9,0.74306,0.37702,0.86157,0.98733,0.98645,0.99191,0.75105,0.87148,0.37417,0.83639,0.0012286,0.0012286,0.0012286
445,20260.7,0.74387,0.3774,0.86066,0.98732,0.98711,0.99191,0.7512,0.87043,0.37372,0.83609,0.0012088,0.0012088,0.0012088
446,20318.9,0.74776,0.37736,0.86345,0.98759,0.98777,0.99197,0.75092,0.86978,0.37324,0.83592,0.001189,0.001189,0.001189
447,20375.2,0.74713,0.37991,0.86378,0.98756,0.98783,0.99196,0.75115,0.86922,0.37249,0.83579,0.0011692,0.0011692,0.0011692
448,20431.6,0.73682,0.37346,0.86048,0.98757,0.9876,0.99194,0.75191,0.86887,0.37205,0.83567,0.0011494,0.0011494,0.0011494
449,20491.6,0.73368,0.37325,0.86081,0.98758,0.98755,0.99197,0.75207,0.86798,0.37185,0.83548,0.0011296,0.0011296,0.0011296
450,20548.3,0.73434,0.37403,0.85887,0.98734,0.98869,0.99199,0.75184,0.86753,0.37157,0.8354,0.0011098,0.0011098,0.0011098
451,20609.9,0.73545,0.37149,0.85933,0.98764,0.98745,0.99202,0.75282,0.86641,0.37077,0.83521,0.00109,0.00109,0.00109
452,20668.5,0.72718,0.36786,0.85535,0.98705,0.98883,0.99202,0.7532,0.86589,0.37021,0.835,0.0010702,0.0010702,0.0010702
453,20728.7,0.72752,0.36929,0.85666,0.98784,0.98689,0.99203,0.7537,0.86477,0.36988,0.83469,0.0010504,0.0010504,0.0010504
454,20788.1,0.73601,0.3762,0.86074,0.9865,0.98898,0.99205,0.75349,0.86402,0.36957,0.83452,0.0010306,0.0010306,0.0010306
455,20848.1,0.72803,0.36951,0.86043,0.98875,0.98665,0.99206,0.75389,0.86313,0.36885,0.83431,0.0010108,0.0010108,0.0010108
456,20906.6,0.73381,0.3713,0.8608,0.98937,0.98716,0.99208,0.75425,0.86234,0.36915,0.83419,0.000991,0.000991,0.000991
457,20964,0.73453,0.37273,0.85666,0.98831,0.98814,0.99213,0.75491,0.86144,0.36835,0.83399,0.0009712,0.0009712,0.0009712
458,21023.3,0.73072,0.37475,0.85841,0.98955,0.98696,0.99212,0.75508,0.86095,0.36802,0.83393,0.0009514,0.0009514,0.0009514
459,21083.8,0.72353,0.36732,0.85876,0.98954,0.98705,0.99213,0.75495,0.86037,0.36751,0.8338,0.0009316,0.0009316,0.0009316
460,21144.1,0.7198,0.36892,0.85733,0.98956,0.98714,0.99213,0.7551,0.85965,0.36714,0.83359,0.0009118,0.0009118,0.0009118
461,21202.6,0.71493,0.36567,0.85427,0.98797,0.98938,0.99217,0.7566,0.85886,0.36742,0.83341,0.000892,0.000892,0.000892
462,21265.9,0.72541,0.37025,0.85781,0.98804,0.98935,0.99218,0.75621,0.85828,0.36667,0.83328,0.0008722,0.0008722,0.0008722
463,21326.8,0.71665,0.36763,0.85685,0.98809,0.98886,0.9922,0.75683,0.85728,0.36618,0.8331,0.0008524,0.0008524,0.0008524
464,21394,0.71552,0.36556,0.85565,0.98807,0.98884,0.99218,0.75773,0.85663,0.36576,0.83295,0.0008326,0.0008326,0.0008326
465,21452.5,0.71553,0.36543,0.85497,0.98815,0.98862,0.99217,0.75733,0.85599,0.3656,0.83287,0.0008128,0.0008128,0.0008128
466,21511.7,0.71434,0.3678,0.85881,0.98852,0.98934,0.99219,0.75795,0.85536,0.36549,0.83273,0.000793,0.000793,0.000793
467,21572.9,0.70732,0.3618,0.85232,0.98948,0.98817,0.99222,0.75792,0.85428,0.36508,0.83246,0.0007732,0.0007732,0.0007732
468,21632.8,0.711,0.36616,0.85634,0.98832,0.98989,0.99222,0.75815,0.85341,0.36459,0.83244,0.0007534,0.0007534,0.0007534
469,21690.6,0.70202,0.3591,0.85243,0.98834,0.98989,0.99238,0.75875,0.85235,0.36376,0.83223,0.0007336,0.0007336,0.0007336
470,21750.9,0.70666,0.36039,0.85338,0.98884,0.98962,0.99239,0.75862,0.85152,0.3633,0.83208,0.0007138,0.0007138,0.0007138
471,21810.5,0.72311,0.3597,0.87326,0.98836,0.98995,0.99238,0.75977,0.85098,0.3627,0.832,0.000694,0.000694,0.000694
472,21866.4,0.67917,0.33799,0.86023,0.98838,0.98992,0.9924,0.76034,0.85033,0.36229,0.83187,0.0006742,0.0006742,0.0006742
473,21920.9,0.68027,0.33802,0.86067,0.98838,0.98994,0.99241,0.7605,0.84943,0.36174,0.8317,0.0006544,0.0006544,0.0006544
474,21977,0.66901,0.33168,0.86026,0.9884,0.98929,0.99242,0.76058,0.84817,0.36134,0.83157,0.0006346,0.0006346,0.0006346
475,22032.7,0.66419,0.32881,0.85925,0.98842,0.98924,0.9924,0.76105,0.84731,0.3608,0.83134,0.0006148,0.0006148,0.0006148
476,22088.2,0.6612,0.32833,0.85693,0.98843,0.98924,0.99244,0.76121,0.8469,0.36091,0.83121,0.000595,0.000595,0.000595
477,22144,0.65835,0.3287,0.85664,0.98845,0.98923,0.99244,0.76135,0.84634,0.36008,0.83118,0.0005752,0.0005752,0.0005752
478,22201.9,0.65179,0.32326,0.85398,0.98845,0.98918,0.99246,0.76222,0.84538,0.35941,0.83087,0.0005554,0.0005554,0.0005554
479,22258.1,0.65471,0.32959,0.85754,0.98846,0.9892,0.99247,0.7619,0.84407,0.35936,0.83064,0.0005356,0.0005356,0.0005356
480,22315.9,0.65695,0.33064,0.85868,0.98846,0.98923,0.99247,0.76278,0.84364,0.35873,0.83072,0.0005158,0.0005158,0.0005158
481,22373.7,0.64987,0.32874,0.85297,0.98857,0.9893,0.99246,0.76272,0.84286,0.35855,0.83043,0.000496,0.000496,0.000496
482,22431.9,0.6494,0.327,0.85408,0.98857,0.98925,0.9925,0.7629,0.84189,0.35789,0.83018,0.0004762,0.0004762,0.0004762
483,22488.9,0.63493,0.31709,0.84876,0.98882,0.98923,0.99247,0.76324,0.84123,0.35763,0.83014,0.0004564,0.0004564,0.0004564
484,22544.7,0.64322,0.32332,0.85463,0.98864,0.98933,0.99251,0.76312,0.84078,0.3576,0.83003,0.0004366,0.0004366,0.0004366
485,22602.4,0.64304,0.32539,0.85622,0.98857,0.98958,0.99252,0.76387,0.83972,0.35709,0.82987,0.0004168,0.0004168,0.0004168
486,22660.9,0.63474,0.31991,0.85349,0.98858,0.9897,0.99253,0.76383,0.83879,0.35699,0.8297,0.000397,0.000397,0.000397
487,22716.9,0.63349,0.32017,0.85023,0.98838,0.98974,0.99253,0.76453,0.83796,0.35642,0.82958,0.0003772,0.0003772,0.0003772
488,22773.2,0.61926,0.31248,0.84771,0.9883,0.98979,0.99254,0.76442,0.83756,0.35601,0.82954,0.0003574,0.0003574,0.0003574
489,22830.8,0.63025,0.3221,0.85084,0.98866,0.98975,0.99256,0.76465,0.83685,0.35557,0.82946,0.0003376,0.0003376,0.0003376
490,22888,0.62859,0.32222,0.84759,0.98818,0.98987,0.99254,0.76498,0.83636,0.35551,0.82948,0.0003178,0.0003178,0.0003178
491,22944.3,0.62582,0.31721,0.84881,0.98929,0.98971,0.99257,0.76419,0.8356,0.35467,0.82926,0.000298,0.000298,0.000298
492,23001.9,0.62309,0.31632,0.84732,0.98926,0.98972,0.99256,0.76482,0.83489,0.35425,0.82915,0.0002782,0.0002782,0.0002782
493,23059.5,0.61956,0.3143,0.84742,0.99128,0.98843,0.99258,0.76524,0.83439,0.35338,0.82907,0.0002584,0.0002584,0.0002584
494,23114.4,0.62448,0.31904,0.84863,0.99095,0.98839,0.99258,0.76547,0.83339,0.35315,0.82889,0.0002386,0.0002386,0.0002386
495,23170.5,0.62014,0.3138,0.84919,0.99063,0.98846,0.99258,0.7652,0.8326,0.35177,0.82869,0.0002188,0.0002188,0.0002188
496,23229.4,0.61397,0.31179,0.84514,0.99068,0.98841,0.99258,0.76588,0.83195,0.35215,0.82853,0.000199,0.000199,0.000199
497,23284.9,0.6146,0.31465,0.84432,0.99129,0.98906,0.9926,0.76602,0.83089,0.35119,0.82842,0.0001792,0.0001792,0.0001792
498,23339.9,0.60657,0.30786,0.84382,0.9913,0.98904,0.99261,0.76617,0.83034,0.35101,0.82832,0.0001594,0.0001594,0.0001594
499,23397.4,0.61063,0.31067,0.84542,0.99131,0.98906,0.99261,0.7667,0.8293,0.35029,0.82821,0.0001396,0.0001396,0.0001396
500,23452.9,0.60803,0.31257,0.84649,0.99121,0.98915,0.99264,0.76715,0.82879,0.34999,0.82813,0.0001198,0.0001198,0.0001198
